Date,Price,Open,High,Low,Vol.,Change
03/10/2016,271.2,279.8,280,269,0.72K,-1.38%
03/09/2016,275,270,275,269,2.51K,0.00%
03/08/2016,275,275,280,275,3.13K,0.00%
03/07/2016,275,274,279.8,274,1.77K,0.36%
03/04/2016,274,275,275,270,0.10K,-0.36%
03/03/2016,275,273,275,273,3.71K,2.23%
03/02/2016,269,274,274,269,3.59K,-1.82%
03/01/2016,274,270,274,270,55.82K,1.48%
02/29/2016,270,273,274,270,4.17K,-1.10%
02/26/2016,273,274,275,273,0.60K,-0.36%
02/24/2016,274,274,275,274,0.11K,1.48%
02/23/2016,270,269,270,269,1.00K,-1.46%
02/22/2016,274,269,274,269,0.75K,-0.22%
02/19/2016,274.6,273.8,275,267,1.93K,0.96%
02/18/2016,272,272,272,270,2.14K,-0.73%
02/17/2016,274,270,275,270,2.19K,1.48%
02/16/2016,270,274,274,270,0.33K,-1.10%
02/15/2016,273,267,275,267,1.57K,2.25%
02/12/2016,267,265,270,265,1.50K,0.75%
02/11/2016,265,265,265,265,0.76K,-1.85%
02/10/2016,270,274,274,270,0.08K,-1.46%
02/09/2016,274,265,275,265,0.13K,-0.36%
02/05/2016,275,277,277,275,0.15K,-0.72%
02/04/2016,277,277.6,277.6,277,0.02K,5.32%
02/03/2016,263,260,279,256,1.20K,-5.73%
02/02/2016,279,279.8,279.8,268,1.19K,0.36%
02/01/2016,278,278,280,270,0.92K,2.96%
01/29/2016,270,277,278,270,1.14K,-2.17%
01/28/2016,276,276,276,275.8,0.17K,0.00%
01/27/2016,276,270,278.6,270,2.40K,2.22%
01/26/2016,270,250,275,250,3.16K,8.00%
01/25/2016,250,238,250,238,1.65K,6.29%
01/22/2016,235.2,235.2,235.2,235.2,0.06K,0.09%
01/21/2016,235,238.4,250,232,15.64K,-2.08%
01/20/2016,240,249,249,239.6,2.05K,-3.61%
01/19/2016,249,250,267.8,249,4.14K,-0.40%
01/18/2016,250,252.2,252.2,250,1.64K,-3.47%
01/15/2016,259,268,268,259,3.96K,-3.36%
01/14/2016,268,272.4,272.4,268,3.56K,-1.62%
01/13/2016,272.4,273,274,272.4,5.59K,-0.95%
01/12/2016,275,275,278.6,275,2.26K,0.00%
01/11/2016,275,276,276,275,3.33K,-1.36%
01/08/2016,278.8,275,278.8,275,0.11K,1.38%
01/07/2016,275,276,276,275,1.46K,-0.36%
01/06/2016,276,276,276,276,1.28K,0.00%
01/05/2016,276,276,276,276,0.11K,0.36%
12/29/2015,275,280,282,275,25.16K,-1.79%
12/28/2015,280,280,282,279.2,14.37K,0.00%
12/23/2015,280,282,282,280,3.20K,-0.71%
12/22/2015,282,285,285,282,1.77K,-1.05%
12/21/2015,285,285,287,282,2.45K,0.35%
12/18/2015,284,289,289,284,4.72K,-1.73%
12/17/2015,289,290,290,289,8.44K,-0.14%
12/16/2015,289.4,289.8,289.8,289.2,0.40K,-0.21%
12/15/2015,290,290,290,290,0.52K,0.00%
12/14/2015,290,290,290,290,0.19K,0.00%
12/10/2015,290,290,290,290,1.45K,-0.07%
12/09/2015,290.2,290.2,290.2,290,1.01K,0.00%
12/08/2015,290.2,290.4,293,290.2,1.48K,-0.62%
12/07/2015,292,292,292,292,0.31K,-0.34%
12/04/2015,293,294,294,293,0.32K,0.00%
12/03/2015,293,293,293,293,0.19K,-0.27%
12/02/2015,293.8,293.2,293.8,293.2,25.12K,0.00%
12/01/2015,293.8,294,294,293.8,0.10K,0.00%
11/27/2015,293.8,293.8,293.8,293.8,1.04K,-0.07%
11/26/2015,294,294.2,294.4,294,19.69K,-0.07%
11/25/2015,294.2,295,295,293.8,1.13K,-0.27%
11/24/2015,295,295,295,295,0.50K,-0.34%
11/23/2015,296,296,296,295,0.74K,0.00%
11/20/2015,296,297,299.6,295,0.42K,-1.20%
11/17/2015,299.6,296.4,299.6,296,1.16K,-1.12%
11/11/2015,303,303,303,303,0.09K,0.00%
11/10/2015,303,300,303,300,5.04K,0.00%
11/09/2015,303,302,303,301,0.39K,0.66%
11/06/2015,301,300,303,300,0.74K,0.33%
11/05/2015,300,302,302,300,0.10K,-0.99%
11/04/2015,303,305,305,295,1.33K,-0.66%
11/03/2015,305,305,305,300,0.09K,-0.33%
10/30/2015,306,302,306,300.2,2.06K,2.00%
10/29/2015,300,296,302,296,1.24K,0.00%
10/28/2015,300,296,300,295.6,93.87K,0.00%
10/27/2015,300,295.8,300,295.8,4.51K,0.00%
10/26/2015,300,298,300,298,3.57K,0.13%
10/23/2015,299.6,298,299.8,298,1.10K,0.20%
10/22/2015,299,299,299,295.8,1.57K,0.00%
10/21/2015,299,299,299,299,0.05K,1.01%
10/20/2015,296,296,296,296,0.20K,0.14%
10/19/2015,295.6,295,295.6,295,1.01K,-0.14%
10/16/2015,296,299,299,296,2.45K,0.34%
10/15/2015,295,298,298,294.4,0.57K,-1.67%
10/14/2015,300,297,300,296,0.24K,1.01%
10/13/2015,297,296.2,297,296,2.31K,0.68%
10/12/2015,295,296.2,296.2,295,0.30K,-0.34%
10/09/2015,296,298.8,299,293,0.33K,-1.33%
10/08/2015,300,294,300,293,0.14K,2.04%
10/07/2015,294,294.2,294.2,293,2.30K,-0.34%
10/06/2015,295,295,295,294,1.48K,0.07%
10/05/2015,294.8,299,299,294.4,0.95K,-0.07%
10/02/2015,295,295,295,295,14.44K,0.00%
10/01/2015,295,295,295,295,0.08K,-0.34%
09/30/2015,296,296,296,296,0.03K,0.34%
09/28/2015,295,295,295,294.8,0.61K,0.00%
09/24/2015,295,296,296,295,1.20K,-1.01%
09/23/2015,298,298,298,298,0.13K,0.81%
09/22/2015,295.6,300,300,295.6,1.02K,-1.47%
09/21/2015,300,300,300,296,2.23K,0.00%
09/18/2015,300,300,300,300,0.01K,0.67%
09/17/2015,298,296.6,298,295.6,0.48K,0.40%
09/16/2015,296.8,297,297,296.8,0.39K,-0.07%
09/15/2015,297,297,299,297,1.14K,0.00%
09/14/2015,297,297,300,297,28.07K,-0.40%
09/11/2015,298.2,300.2,300.2,298,0.83K,-0.60%
09/10/2015,300,302,302,299,45.69K,0.27%
09/09/2015,299.2,297,300.2,297,20.39K,0.74%
09/08/2015,297,298,298,297,0.41K,-0.34%
09/07/2015,298,298.2,298.2,298,0.36K,-0.07%
09/04/2015,298.2,300,302,298.2,2.24K,-0.60%
09/03/2015,300,305,305,297.8,72.00K,0.00%
09/02/2015,300,298.8,305,298,54.43K,0.00%
09/01/2015,300,299,300,299,1.22K,0.00%
08/28/2015,300,300,300,299,80.82K,0.00%
08/27/2015,300,307.8,307.8,299.2,32.19K,0.07%
08/26/2015,299.8,299.8,300,298,64.29K,1.63%
08/25/2015,295,299,299,295,20.48K,-1.47%
08/24/2015,299.4,300,300,299.4,78.38K,-0.20%
08/20/2015,300,300,305,300,11.40K,-1.64%
08/19/2015,305,300.2,305,300,4.49K,1.33%
08/18/2015,301,306.6,306.6,301,0.24K,-0.66%
08/17/2015,303,303,304,300,1.35K,-0.33%
08/14/2015,304,304,304,304,0.72K,-0.33%
08/13/2015,305,306.6,306.6,304,0.90K,-0.52%
08/12/2015,306.6,305,306.6,305,0.69K,0.00%
08/11/2015,306.6,307,307,304.8,10.66K,0.00%
08/10/2015,306.6,307,307,305,0.36K,0.52%
08/07/2015,305,305,305,305,3.01K,0.00%
08/06/2015,305,305,305.2,305,22.19K,-0.65%
08/05/2015,307,305,308,305,22.29K,0.66%
08/04/2015,305,305,306,304.8,41.65K,-0.33%
08/03/2015,306,306,310,306,24.20K,-1.29%
07/31/2015,310,306,310,305.8,21.54K,-1.27%
07/30/2015,314,306,315,305.8,21.66K,2.61%
07/29/2015,306,306,316,306,27.66K,-0.91%
07/28/2015,308.8,309,309,307.2,22.21K,-1.03%
07/27/2015,312,308,314,306.8,31.32K,-1.08%
07/24/2015,315.4,305,316,305,44.94K,2.07%
07/23/2015,309,307.2,309,307,1.65K,0.65%
07/22/2015,307,307.2,307.2,307,1.21K,-0.07%
07/21/2015,307.2,307.2,310,307,5.74K,-0.07%
07/20/2015,307.4,307.2,310,307.2,0.40K,0.13%
07/16/2015,307,307,307,307,1.00K,-0.97%
07/15/2015,310,304,310,304,26.05K,0.32%
07/14/2015,309,301,310,300,25.02K,2.66%
07/13/2015,301,300,301,300,0.82K,-1.63%
07/10/2015,306,301,306,300.2,26.53K,2.00%
07/09/2015,300,302,305,300,27.15K,-0.99%
07/08/2015,303,305.8,305.8,301,1.22K,-0.92%
07/07/2015,305.8,302,305.8,302,0.13K,-0.07%
07/06/2015,306,305,306,302,4.00K,-0.20%
07/03/2015,306.6,306.6,306.8,306.6,1.99K,0.07%
07/02/2015,306.4,305,306.6,305,1.82K,0.46%
07/01/2015,305,305.6,305.6,305,0.49K,-0.20%
06/30/2015,305.6,305.2,305.6,305,0.16K,0.00%
06/29/2015,305.6,305,305.6,302,26.31K,0.20%
06/26/2015,305,306,306,305,1.54K,-0.33%
06/25/2015,306,306,306,306,0.10K,-0.26%
06/24/2015,306.8,306,306.8,306,0.22K,0.00%
06/23/2015,306.8,306.2,307,306,6.77K,-0.20%
06/22/2015,307.4,301,307.4,301,6.84K,0.26%
06/19/2015,306.6,306,306.8,306,1.15K,0.20%
06/18/2015,306,306.4,306.4,306,0.03K,-0.13%
06/17/2015,306.4,306,306.6,306,5.79K,0.13%
06/16/2015,306,302.2,306,302.2,0.50K,0.00%
06/15/2015,306,302,306,302,0.24K,0.00%
06/11/2015,306,306,306,306,0.37K,0.33%
06/10/2015,305,305,305,302,0.21K,0.00%
06/09/2015,305,307,307,304,7.76K,-0.65%
06/08/2015,307,305,307,305,1.38K,0.66%
06/05/2015,305,307,307,305,7.59K,-0.65%
06/04/2015,307,307.2,307.2,307,15.90K,-0.07%
06/03/2015,307.2,310,310.2,307.2,6.38K,-1.22%
06/02/2015,311,314.6,314.6,310,7.49K,-1.27%
06/01/2015,315,307,315,307,0.49K,2.61%
05/29/2015,307,307,309,303,3.77K,-0.90%
05/28/2015,309.8,314,314,308,10.78K,-0.06%
05/27/2015,310,313,313,310,0.67K,0.00%
05/26/2015,310,313,313,310,3.96K,-0.96%
05/25/2015,313,312.6,313.8,312.6,0.55K,-0.06%
05/22/2015,313.2,314,314.6,313,2.22K,-0.89%
05/21/2015,316,314.4,316,314,1.39K,0.51%
05/20/2015,314.4,317,317,314.4,1.78K,-0.82%
05/19/2015,317,317,318,317,1.19K,0.00%
05/18/2015,317,317,317,317,0.48K,0.00%
05/15/2015,317,318,318,317,1.07K,-0.25%
05/14/2015,317.8,315,317.8,315,1.06K,0.89%
05/13/2015,315,318,318,315,2.79K,-0.82%
05/12/2015,317.6,318,318.6,315,52.69K,-0.38%
05/11/2015,318.8,317,319,316,38.84K,0.57%
05/08/2015,317,318,318,317,27.40K,-0.31%
05/07/2015,318,315,318,315,45.72K,0.00%
05/06/2015,318,315,319,315,43.90K,-0.31%
05/05/2015,319,319,320,315,1.20K,0.00%
05/04/2015,319,325,326,319,0.37K,0.95%
04/30/2015,316,317,317,315,0.69K,-0.32%
04/29/2015,317,319,319,316.2,1.01K,0.13%
04/28/2015,316.6,318.2,318.2,316.4,2.57K,-0.50%
04/27/2015,318.2,324,324,318.2,2.89K,-0.56%
04/24/2015,320,323.2,329.8,320,2.00K,-0.62%
04/23/2015,322,330,330,320.2,1.05K,-1.53%
04/22/2015,327,327,327,325,1.11K,-0.30%
04/21/2015,328,330,330,320.2,0.70K,0.92%
04/20/2015,325,330,330,325,16.98K,-2.69%
04/17/2015,334,330,335,325,10.86K,2.45%
04/16/2015,326,326,330,326,36.34K,-1.21%
04/15/2015,330,326,335,320,6.62K,0.61%
04/14/2015,328,330,332,328,22.52K,-2.09%
04/13/2015,335,336,336,335,0.25K,-0.30%
04/10/2015,336,330,339.8,330,0.30K,0.00%
04/08/2015,336,330,336,330,9.90K,1.82%
04/07/2015,330,325,332,325,25.12K,1.66%
04/06/2015,324.6,318.8,325,318.8,4.23K,2.40%
04/01/2015,317,316,317,316,0.57K,0.32%
03/31/2015,316,320.6,320.6,316,1.85K,-1.37%
03/30/2015,320.4,330,330,320,0.71K,-2.91%
03/27/2015,330,332.4,332.4,330,4.30K,-0.72%
03/26/2015,332.4,336,336,332.4,0.42K,-1.07%
03/25/2015,336,339.8,340,336,1.67K,-1.06%
03/24/2015,339.6,335.2,339.6,332.4,16.32K,1.31%
03/23/2015,335.2,340.8,340.8,335,20.67K,-1.64%
03/20/2015,340.8,343,343,340,3.61K,-0.79%
03/19/2015,343.5,346.47,346.47,341.52,6.14K,-0.86%
03/18/2015,346.47,346.47,349.24,342.51,12.45K,0.00%
03/17/2015,346.47,348.45,353.4,346.47,9.06K,-0.57%
03/16/2015,348.45,349.04,350.43,346.47,4.82K,-0.11%
03/13/2015,348.85,349.44,350.43,348.65,2.14K,0.11%
03/12/2015,348.45,351.42,352.41,348.45,4.93K,-0.79%
03/11/2015,351.22,354.39,354.39,349.24,26.13K,-0.89%
03/10/2015,354.39,351.42,354.39,349.44,48.47K,0.85%
03/09/2015,351.42,352.61,352.61,351.42,3.75K,-0.39%
03/06/2015,352.8,354.39,355.38,352.61,28.47K,-0.95%
03/05/2015,356.17,350.23,356.17,349.44,37.24K,1.07%
03/04/2015,352.41,354.19,354.19,350.23,0.53K,-0.56%
03/03/2015,354.39,347.06,355.38,347.06,52.56K,0.85%
03/02/2015,351.42,351.42,351.42,346.67,3.05K,0.00%
02/27/2015,351.42,354.39,357.36,346.47,49.96K,-1.72%
02/26/2015,357.56,341.92,357.56,341.92,37.53K,2.91%
02/25/2015,347.46,346.47,347.46,340.53,23.38K,0.00%
02/24/2015,347.46,346.47,347.46,346.47,8.37K,0.29%
02/23/2015,346.47,341.52,346.47,338.55,22.22K,1.45%
02/20/2015,341.52,341.52,342.51,336.57,20.32K,0.29%
02/18/2015,340.53,336.57,340.53,336.57,17.17K,1.18%
02/17/2015,336.57,336.57,337.56,331.82,21.16K,0.00%
02/16/2015,336.57,336.57,342.51,336.57,0.73K,0.00%
02/13/2015,336.57,332.21,336.57,332.21,0.77K,0.00%
02/12/2015,336.57,336.57,339.54,336.57,2.44K,0.00%
02/11/2015,336.57,336.77,340.53,333.6,9.11K,-2.30%
02/10/2015,344.49,347.46,347.46,336.77,3.56K,-0.85%
02/09/2015,347.46,351.42,351.42,346.47,4.63K,-1.13%
02/06/2015,351.42,352.01,352.41,346.47,3.37K,-0.28%
02/05/2015,352.41,351.42,353.99,345.48,2.67K,0.28%
02/04/2015,351.42,351.22,353.4,351.22,3.39K,0.00%
02/03/2015,351.42,350.23,354.19,345.48,26.66K,1.43%
02/02/2015,346.47,351.42,352.41,346.47,43.69K,-1.41%
01/30/2015,351.42,353.4,354.19,345.48,60.08K,-0.56%
01/29/2015,353.4,308.85,354.39,308.85,164.04K,13.69%
01/28/2015,310.83,312.02,312.42,310.83,1.73K,-0.32%
01/27/2015,311.82,315.78,315.78,311.82,7.86K,-1.25%
01/26/2015,315.78,309.84,315.78,309.84,3.96K,1.92%
01/23/2015,309.84,311.82,315.78,309.64,16.54K,-0.63%
01/22/2015,311.82,316.57,316.57,310.83,4.30K,0.00%
01/21/2015,311.82,296.97,316.77,296.97,37.19K,5.00%
01/20/2015,296.97,293.02,297.37,293.02,111.98K,0.20%
01/19/2015,296.38,295.98,296.38,293.02,1.53K,0.00%
01/14/2015,296.38,293.21,296.38,293.21,33.94K,0.40%
01/13/2015,295.19,294.99,295.19,294.2,1.23K,0.74%
01/12/2015,293.02,292.82,294.8,289.45,9.13K,0.07%
01/09/2015,292.82,292.22,293.02,291.04,6.25K,0.20%
01/08/2015,292.22,293.02,293.02,292.02,1.48K,-0.27%
01/07/2015,293.02,292.02,293.02,292.02,1.67K,0.34%
01/06/2015,292.02,291.04,294.99,291.04,0.19K,0.34%
01/05/2015,291.04,287.47,291.04,287.47,6.22K,-1.28%
12/29/2014,294.8,294.99,294.99,294.8,0.91K,-0.07%
12/23/2014,294.99,294.8,294.99,287.47,12.26K,0.00%
12/22/2014,294.99,295.98,295.98,294.99,91.36K,-0.33%
12/19/2014,295.98,295.98,295.98,287.47,13.58K,0.00%
12/18/2014,295.98,296.38,296.78,287.08,6.00K,-0.13%
12/17/2014,296.38,295.98,296.38,295.98,11.22K,0.13%
12/16/2014,295.98,295.19,295.98,294,50.65K,0.27%
12/15/2014,295.19,294.99,295.59,292.02,28.31K,0.07%
12/12/2014,294.99,294,294.99,294,46.95K,0.34%
12/11/2014,294,292.22,294.8,292.02,68.24K,0.68%
12/10/2014,292.02,290.05,293.02,290.05,38.36K,0.68%
12/09/2014,290.05,287.08,290.05,287.08,29.45K,1.03%
12/05/2014,287.08,287.08,287.08,285.1,16.58K,0.00%
12/04/2014,287.08,287.08,287.47,284.11,32.98K,0.07%
12/03/2014,286.88,287.08,287.08,286.88,0.26K,0.28%
12/02/2014,286.08,287.08,287.08,280.15,19.56K,-0.34%
12/01/2014,287.08,287.08,287.67,285.1,21.13K,0.69%
11/28/2014,285.1,286.68,286.88,284.9,2.95K,0.00%
11/27/2014,285.1,285.29,285.29,285.1,1.02K,-0.69%
11/26/2014,287.08,287.08,287.08,285.49,0.47K,0.55%
11/25/2014,285.49,287.08,287.08,285.1,3.64K,-0.55%
11/24/2014,287.08,288.07,288.07,287.08,0.86K,-0.34%
11/21/2014,288.07,289.85,289.85,288.07,0.45K,0.00%
11/20/2014,288.07,290.05,290.05,288.07,0.36K,-0.68%
11/19/2014,290.05,287.47,290.05,287.47,23.16K,1.24%
11/18/2014,286.48,288.07,288.86,285.49,3.50K,-0.21%
11/17/2014,287.08,288.66,288.66,287.08,7.23K,-0.62%
11/14/2014,288.86,290.05,290.05,286.08,3.88K,-0.07%
11/13/2014,289.05,290.05,290.05,289.05,0.24K,0.69%
11/12/2014,287.08,287.08,287.08,285.69,2.16K,0.28%
11/11/2014,286.28,289.05,289.05,286.28,0.53K,-0.28%
11/10/2014,287.08,287.08,291.04,287.08,4.13K,-1.09%
11/07/2014,290.24,290.05,291.04,288.07,10.18K,-0.27%
11/06/2014,291.04,288.46,291.04,287.08,12.58K,1.38%
11/05/2014,287.08,288.46,289.05,287.08,15.65K,-0.41%
11/04/2014,288.26,289.05,289.05,287.08,2.71K,-0.14%
11/03/2014,288.66,287.08,289.05,287.08,1.94K,0.55%
10/31/2014,287.08,286.08,288.86,286.08,4.31K,0.76%
10/30/2014,284.9,286.08,286.08,284.11,1.00K,-0.07%
10/29/2014,285.1,284.5,285.1,284.11,0.52K,-0.35%
10/28/2014,286.08,284.5,286.08,284.5,20.64K,0.56%
10/27/2014,284.5,285.1,285.1,284.11,1.48K,-0.21%
10/24/2014,285.1,285.1,285.1,284.7,0.49K,0.07%
10/23/2014,284.9,285.1,285.1,284.11,2.14K,0.28%
10/22/2014,284.11,285.1,285.1,284.11,0.27K,-0.28%
10/21/2014,284.9,283.11,284.9,283.11,0.65K,0.28%
10/20/2014,284.11,283.11,285.89,283.11,2.27K,-0.69%
10/17/2014,286.08,283.11,286.08,281.14,3.68K,1.40%
10/16/2014,282.13,284.11,284.11,277.37,0.78K,0.00%
10/15/2014,282.13,282.13,282.13,278.36,0.39K,0.00%
10/14/2014,282.13,278.17,282.13,277.37,2.76K,-0.70%
10/13/2014,284.11,287.08,287.08,277.37,4.95K,-1.03%
