Date,Price,Open,High,Low,Vol.,Change
03/15/2022,211.8,212,212,200.6,4.07K,7.83%
03/14/2022,196.42,198.32,204.96,196.42,0.40K,-0.96%
03/11/2022,198.32,198.32,201.17,198.32,0.31K,-5.11%
03/10/2022,209,210,218.8,209,0.39K,1.46%
03/09/2022,206,202.2,206,202,2.82K,7.47%
03/08/2022,191.68,194.52,194.52,189.78,3.93K,-1.46%
03/07/2022,194.52,202.11,202.11,189.78,2.40K,-8.67%
03/04/2022,213,212,217,212,1.73K,-4.91%
03/03/2022,224,223.8,224,211.2,5.13K,0.00%
03/02/2022,224,224.6,224.6,210.2,0.53K,8.79%
03/01/2022,205.91,206.09,206.09,202.23,1.52K,-0.18%
02/28/2022,206.28,201.31,206.46,181.09,38.28K,2.00%
02/24/2022,202.23,202.23,206.46,202.23,3.92K,-8.08%
02/23/2022,220,221,224,220,0.42K,-0.45%
02/22/2022,221,224,224.6,213.8,9.68K,-1.34%
02/21/2022,224,224.8,224.8,215,6.75K,-0.44%
02/18/2022,225,221,225,221,2.19K,10.26%
02/17/2022,204.07,192.12,205.91,192.12,24.43K,-2.36%
02/16/2022,209,210,210,208.6,6.12K,-0.48%
02/15/2022,210,209,210,209,5.14K,0.48%
02/14/2022,209,209,215,209,0.04K,-2.79%
02/11/2022,215,215,215,215,0.03K,0.00%
02/10/2022,215,215,215,210,0.11K,8.79%
02/09/2022,197.64,193.04,197.64,193.04,0.15K,-5.53%
02/08/2022,209.2,209.2,210,209.2,0.27K,0.58%
02/07/2022,208,209.6,209.6,208,0.70K,-0.76%
02/04/2022,209.6,210,210,209.6,0.50K,0.29%
02/03/2022,209,210,210,209,0.23K,-0.48%
02/02/2022,210,209,210,208,0.57K,0.00%
01/31/2022,210,210,210,208,0.72K,0.38%
01/28/2022,209.2,209,209.2,209,0.53K,0.10%
01/27/2022,209,210,210,209,0.21K,-0.48%
01/26/2022,210,210,210,209,1.25K,0.00%
01/25/2022,210,210,210,210,1.12K,0.00%
01/24/2022,210,210,210,210,0.80K,-2.33%
01/21/2022,215,215,215,215,0.16K,0.00%
01/20/2022,215,215,215.8,215,0.46K,0.00%
01/19/2022,215,214,215.8,214,4.62K,0.47%
01/18/2022,214,212,214,210,0.56K,0.94%
01/17/2022,212,209.6,212,209.6,0.08K,0.95%
01/14/2022,210,210,210,210,0.01K,0.00%
01/13/2022,210,210.2,210.2,209,0.64K,-0.94%
01/12/2022,212,212,212,212,0.02K,0.86%
01/11/2022,210.2,215.8,215.8,210.2,0.07K,0.00%
01/10/2022,210.2,210.2,210.2,210.2,0.10K,0.00%
01/07/2022,210.2,213,215,210.2,0.53K,-1.78%
01/06/2022,214,214,214,214,0.03K,-0.47%
01/05/2022,215,215,215,215,0.06K,1.90%
01/03/2022,211,208.4,211,208.4,0.08K,-1.86%
12/31/2021,215,215.8,215.8,215,0.31K,-0.37%
12/29/2021,215.8,210,215.8,210,0.17K,2.76%
12/28/2021,210,215.8,215.8,210,1.94K,-2.69%
12/27/2021,215.8,212,215.8,211.4,0.07K,2.18%
12/24/2021,211.2,211.2,211.2,211.2,0.01K,-2.22%
12/23/2021,216,216,216,216,0.20K,2.27%
12/22/2021,211.2,215,215.2,211.2,0.86K,-2.22%
12/21/2021,216,216,216,216,0.57K,0.00%
12/20/2021,216,212.8,216.6,212.8,0.22K,-0.28%
12/17/2021,216.6,216,216.8,216,0.32K,0.28%
12/16/2021,216,213.6,216,213.6,0.63K,1.22%
12/15/2021,213.4,213.4,213.6,213,2.15K,0.00%
12/14/2021,213.4,213.6,213.6,213.4,0.16K,0.19%
12/13/2021,213,213.4,213.4,213,0.08K,-0.19%
12/10/2021,213.4,213.4,213.6,210,12.23K,4.61%
12/09/2021,204,205,206,204,1.41K,-0.49%
12/07/2021,205,207,207,205,2.05K,-0.97%
12/06/2021,207,207,207,205,1.88K,0.00%
12/03/2021,207,209,209,207,1.48K,-0.96%
12/02/2021,209,206,209,206,0.25K,1.46%
12/01/2021,206,213,213,206,2.70K,-3.29%
11/29/2021,213,213.6,213.6,209,0.43K,-0.47%
11/26/2021,214,217.8,217.8,214,0.17K,2.39%
11/25/2021,209,210.2,210.2,209,7.54K,-4.57%
11/24/2021,219,219,220,218,0.80K,0.18%
11/23/2021,218.6,209,218.6,208,2.65K,4.59%
11/22/2021,209,213,213,209,5.92K,-0.48%
11/19/2021,210,218,218,210,0.45K,-3.67%
11/18/2021,218,219,219,218,0.83K,-0.46%
11/17/2021,219,220,220,209.4,6.67K,-0.45%
11/16/2021,220,221,223,219.6,0.81K,-0.90%
11/15/2021,222,219.8,222,219.8,2.31K,1.37%
11/12/2021,219,219.8,219.8,218,0.25K,-0.36%
11/11/2021,219.8,214,219.8,214,0.20K,2.71%
11/10/2021,214,220,220,210,10.85K,-2.73%
11/09/2021,220,224.8,224.8,219.6,7.59K,-2.14%
11/08/2021,224.8,219,224.8,219,0.44K,2.18%
11/05/2021,220,219.4,220,219,1.18K,0.27%
11/04/2021,219.4,219.6,219.6,219.4,0.83K,-0.09%
11/03/2021,219.6,230,230,219.2,0.77K,-0.18%
11/02/2021,220,220,220,219.2,0.63K,0.00%
10/29/2021,220,220,220,219.2,0.63K,0.00%
10/28/2021,220,220.4,220.4,220,1.10K,-0.09%
10/27/2021,220.2,230,230,220.2,0.12K,-4.26%
10/26/2021,230,224,230,224,17.80K,2.77%
10/25/2021,223.8,224,224,223.8,0.40K,-0.53%
10/22/2021,225,219.8,225,219,2.02K,2.46%
10/21/2021,219.6,219.4,219.6,219.4,1.02K,-2.40%
10/20/2021,225,225,225,225,1.52K,-0.79%
10/19/2021,226.8,226.8,226.8,226.8,0.91K,-0.44%
10/18/2021,227.8,228.8,228.8,227.8,0.04K,-0.52%
10/15/2021,229,229,229,229,0.04K,-0.43%
10/14/2021,230,230,230,219,0.71K,0.00%
10/13/2021,230,217,230,217,24.96K,5.99%
10/12/2021,217,219,219,217,5.54K,-0.91%
10/11/2021,219,222.8,222.8,219,3.16K,-2.14%
10/08/2021,223.8,224.8,224.8,219,0.43K,-0.09%
10/07/2021,224,218.2,224,218.2,3.80K,-1.32%
10/06/2021,227,228,228,220,7.21K,-0.53%
10/05/2021,228.2,219.8,228.6,215,2.00K,-0.26%
10/04/2021,228.8,229,229,220,1.51K,-0.09%
10/01/2021,229,225,230,225,8.62K,1.78%
09/30/2021,225,219.8,229.8,215,1.64K,2.37%
09/29/2021,219.8,227,227,208,9.97K,-3.60%
09/28/2021,228,225.2,230,225,0.55K,1.24%
09/27/2021,225.2,225,234,225,0.20K,-3.68%
09/24/2021,233.8,230,233.8,230,0.39K,2.10%
09/23/2021,229,224.2,229,224.2,0.71K,2.14%
09/22/2021,224.2,229,229,216,15.06K,-0.80%
09/21/2021,226,227.4,227.4,226,7.96K,-0.62%
09/20/2021,227.4,230.4,230.4,227.4,3.06K,-1.22%
09/17/2021,230.2,230.2,235,230.2,1.52K,-1.62%
09/16/2021,234,235,235,234,2.37K,-0.43%
09/15/2021,235,237.8,248,235,30.65K,3.07%
09/14/2021,228,228.2,234.8,228,3.69K,-0.87%
09/13/2021,230,238,238,230,3.64K,-3.36%
09/10/2021,238,245.6,246.8,230.2,4.85K,-0.83%
09/09/2021,240,238,247,232,20.08K,0.84%
09/08/2021,238,239.4,239.4,238,1.02K,-2.30%
09/07/2021,243.6,231,244,231,28.46K,5.45%
09/06/2021,231,225,232,225,0.25K,-1.70%
09/03/2021,235,231,236,225,46.59K,1.73%
09/02/2021,231,220,236,220,13.85K,5.00%
09/01/2021,220,217,229,215,9.94K,1.38%
08/31/2021,217,215,217.2,210.2,25.35K,5.85%
08/27/2021,205,214,214.8,205,5.95K,-4.65%
08/26/2021,215,215.8,216,214,1.06K,-0.37%
08/25/2021,215.8,216,216,212,0.24K,-0.09%
08/24/2021,216,216,216,216,0.11K,0.00%
08/23/2021,216,216,216,205,11.10K,0.00%
08/20/2021,216,218,220,216,20.57K,-0.46%
08/19/2021,217,217,223,206,24.93K,-0.46%
08/18/2021,218,208.4,218,208.4,0.07K,-0.46%
08/17/2021,219,210,220,208,41.27K,4.29%
08/16/2021,210,209,210,205,2.69K,0.29%
08/13/2021,209.4,217,217,208.2,1.06K,-2.60%
08/12/2021,215,215,216,215,0.22K,0.00%
08/11/2021,215,210,215,210,22.58K,2.38%
08/10/2021,210,214.8,217.8,208.2,3.03K,-2.23%
08/09/2021,214.8,209.4,220,209.4,25.06K,2.58%
08/06/2021,209.4,219,219,200,42.46K,-4.38%
08/05/2021,219,231.8,231.8,210,56.91K,-5.52%
08/04/2021,231.8,239,239,231.8,0.58K,-3.01%
08/03/2021,239,239.4,239.4,230,4.15K,-0.17%
08/02/2021,239.4,220,239.4,216,8.03K,6.78%
07/30/2021,224.2,215,225.4,215,24.55K,3.80%
07/29/2021,216,210.2,224.8,209,13.74K,2.86%
07/28/2021,210,220,220,210,1.53K,-4.55%
07/27/2021,220,222.6,226.6,220,1.82K,-2.91%
07/26/2021,226.6,229,229,220,2.00K,-1.13%
07/23/2021,229.2,234.4,237.2,223.2,0.87K,-2.39%
07/22/2021,234.8,228,239.6,210,19.01K,2.71%
07/21/2021,228.6,232,232,228.6,1.22K,-1.55%
07/19/2021,232.2,240,240,215,6.97K,-4.84%
07/16/2021,244,247.6,247.6,240,2.10K,-1.21%
07/15/2021,247,250,250,247,3.51K,0.08%
07/14/2021,246.8,233.2,250,233.2,63.28K,3.70%
07/13/2021,238,220,245,220,22.78K,6.44%
07/12/2021,223.6,225.4,225.4,223.6,7.40K,-0.09%
07/09/2021,223.8,227.6,227.6,217,3.08K,-1.76%
07/08/2021,227.8,230,230,220,10.30K,-0.96%
07/07/2021,230,220,230,213,38.74K,4.55%
07/06/2021,220,212,220,210,29.79K,3.77%
07/05/2021,212,209.2,212,209.2,0.34K,0.00%
07/02/2021,212,209,212,204.6,7.22K,1.44%
07/01/2021,209,209,210,209,2.09K,0.00%
06/30/2021,209,208.2,209,200,39.03K,0.97%
06/29/2021,207,208.2,208.2,205,31.67K,-0.48%
06/28/2021,208,208.2,208.2,208,0.07K,-0.10%
06/25/2021,208.2,208,208.2,206.2,22.82K,0.10%
06/24/2021,208,199,208,199,41.52K,5.53%
06/23/2021,197.1,199,199,197,1.87K,-0.95%
06/22/2021,199,198.5,199,198.1,1.56K,-0.50%
06/21/2021,200,205,205,198.5,8.83K,-2.44%
06/18/2021,205,208.6,208.6,201.2,1.59K,-1.44%
06/17/2021,208,207,208,201,24.10K,0.48%
06/16/2021,207,201,207,201,33.92K,2.99%
06/15/2021,201,203.6,205.6,199,10.39K,-0.99%
06/14/2021,203,204,204,198.8,2.27K,-0.49%
06/11/2021,204,205,205.8,198.1,11.66K,-0.49%
06/10/2021,205,205,206.6,197.6,36.65K,-0.49%
06/09/2021,206,206,206.2,196.7,19.36K,0.00%
06/08/2021,206,199,206,196.2,10.37K,3.52%
06/07/2021,199,205,205,197,11.19K,-3.40%
06/04/2021,206,206,206,195,78.79K,-0.48%
06/03/2021,207,191.3,210,191.3,79.46K,6.15%
06/02/2021,195,183.5,199.9,180.7,17.38K,6.32%
06/01/2021,183.4,175.2,186.3,170.1,5.06K,4.50%
05/31/2021,175.5,168,200,168,12.72K,4.46%
05/28/2021,168,167,169,167,0.54K,-1.18%
05/27/2021,170,167.1,170,165,3.66K,1.80%
05/26/2021,167,165,167,165,18.23K,1.21%
05/25/2021,165,164.9,165.9,161,51.58K,0.36%
05/24/2021,164.4,161,164.5,160,4.57K,1.86%
05/21/2021,161.4,161.6,164.9,161.4,0.77K,-0.12%
05/20/2021,161.6,161.5,162,160.9,0.91K,0.31%
05/19/2021,161.1,156,165,156,65.50K,3.27%
05/18/2021,156,155,156,155,3.42K,1.83%
05/17/2021,153.2,155.9,159.9,153.1,2.27K,-1.73%
05/14/2021,155.9,155,156.6,153.1,2.93K,0.58%
05/12/2021,155,155,155,153.2,30.61K,0.00%
05/11/2021,155,160,160,153.1,8.91K,-2.64%
05/10/2021,159.2,157,159.2,155.3,4.05K,2.64%
05/07/2021,155.1,155,157,155,0.75K,-3.06%
05/06/2021,160,154,160,154,20.64K,4.58%
05/05/2021,153,153.1,153.1,153,3.40K,0.59%
05/04/2021,152.1,157.1,160,152,66.16K,-3.12%
05/03/2021,157,160,160,157,3.40K,-2.12%
04/30/2021,160.4,160,160.9,157,12.96K,-0.37%
04/29/2021,161,157,163,157,18.66K,3.87%
04/28/2021,155,152,155,152,16.50K,1.97%
04/27/2021,152,149.4,152.5,149.4,37.40K,3.40%
04/26/2021,147,147,147,147,0.12K,0.00%
04/23/2021,147,148.4,148.5,147,5.63K,-0.27%
04/22/2021,147.4,147.4,147.4,147.4,0.01K,0.14%
04/21/2021,147.2,147.2,147.2,147.2,0.08K,0.00%
04/20/2021,147.2,149.8,149.9,147.2,0.97K,-0.41%
04/19/2021,147.8,148,148,147.8,3.89K,-0.14%
04/16/2021,148,146,148,145.8,9.11K,1.37%
04/15/2021,146,146,146,144,0.65K,0.00%
04/14/2021,146,145.7,146,143.1,7.07K,0.00%
04/13/2021,146,146,146.2,142,19.22K,0.00%
04/12/2021,146,144.3,146,143.2,23.94K,1.11%
04/08/2021,144.4,143.8,144.4,142,2.20K,0.42%
04/07/2021,143.8,143.9,144.9,143.8,2.32K,0.00%
04/06/2021,143.8,141,143.8,141,0.53K,1.27%
04/05/2021,142,142,143.8,140,2.45K,-0.56%
03/31/2021,142.8,143.8,143.8,141,4.41K,1.20%
03/30/2021,141.1,140,143.9,140,5.16K,-1.95%
03/29/2021,143.9,141.5,144.4,140,2.33K,1.91%
03/26/2021,141.2,144,144,140.1,3.06K,-1.94%
03/25/2021,144,145,145.5,144,8.04K,0.00%
03/24/2021,144,144,144.9,142.1,8.89K,0.00%
03/23/2021,144,145,145.9,144,3.62K,-1.71%
03/22/2021,146.5,142.1,146.9,141,4.60K,3.10%
03/19/2021,142.1,147,147,142.1,0.88K,-3.33%
03/18/2021,147,144,147,143,34.89K,2.08%
03/17/2021,144,142,144.8,142,33.70K,-4.00%
03/16/2021,150,149.5,150.5,149.5,869.34K,0.00%
03/15/2021,150,150.5,150.5,149,509.48K,-0.27%
03/12/2021,150.4,150.2,150.7,150.2,3.21K,-0.07%
03/11/2021,150.5,150.7,150.7,150.5,1.95K,-0.13%
03/10/2021,150.7,150.3,151.1,150.3,18.89K,0.20%
03/09/2021,150.4,150.6,151,150.1,21.30K,-0.07%
03/08/2021,150.5,151.3,153,150.5,43.13K,-0.46%
03/05/2021,151.2,151,151.3,150.5,17.55K,0.20%
03/04/2021,150.9,151.2,152.5,150.5,32.44K,-0.13%
03/03/2021,151.1,151.3,151.3,150.5,23.51K,-0.13%
03/02/2021,151.3,151,152,150.5,20.29K,0.33%
03/01/2021,150.8,152.9,152.9,150,44.40K,1.34%
02/26/2021,148.8,146.8,151,146.5,116.15K,1.36%
02/24/2021,146.8,147.2,147.2,146.8,3.45K,-0.81%
02/23/2021,148,148.4,148.4,147.5,6.25K,-0.34%
02/22/2021,148.5,149,149,148.5,1.42K,-0.34%
02/19/2021,149,149.5,149.5,149,18.97K,-0.33%
02/18/2021,149.5,149.7,150.5,149.1,3.42K,-0.86%
02/17/2021,150.8,151.5,151.9,149.7,16.38K,-0.13%
02/16/2021,151,151,151.5,150.7,8.82K,0.33%
02/15/2021,150.5,153,153,150.5,11.39K,-0.66%
02/11/2021,151.5,153.5,153.5,151.5,7.64K,0.13%
02/10/2021,151.3,151.9,152,151,2.51K,-0.79%
02/09/2021,152.5,153.8,153.8,151.2,8.28K,-0.85%
02/08/2021,153.8,152.9,153.8,151.4,2.28K,0.59%
02/05/2021,152.9,151.6,153.7,151.3,3.00K,-0.07%
02/04/2021,153,153.9,153.9,153,0.54K,0.00%
02/03/2021,153,153.9,154,153,3.61K,-0.52%
02/02/2021,153.8,153,154,152,0.91K,1.85%
02/01/2021,151,153.5,154,150.8,2.07K,-1.82%
01/29/2021,153.8,153.9,153.9,151.3,1.44K,1.45%
01/28/2021,151.6,152,154,151,2.78K,0.00%
01/27/2021,151.6,152,152,151.5,1.96K,-0.46%
01/26/2021,152.3,152.7,152.7,152.3,1.19K,-1.10%
01/25/2021,154,152.6,154,152.6,1.55K,0.98%
01/22/2021,152.5,152.6,153,152.5,0.86K,-0.33%
01/21/2021,153,154,154,153,3.69K,-0.33%
01/20/2021,153.5,153,154,152.5,13.58K,0.33%
01/19/2021,153,154,154,152.5,3.50K,0.33%
01/18/2021,152.5,153,154,152.5,1.58K,-0.33%
01/15/2021,153,154,154,152.6,2.11K,-0.65%
01/14/2021,154,153,154,153,5.02K,0.00%
01/13/2021,154,153.9,154,152,4.75K,0.00%
01/12/2021,154,154.9,154.9,154,0.76K,-0.32%
01/11/2021,154.5,152.5,154.5,152,0.15K,1.64%
01/08/2021,152,152.9,152.9,151,10.50K,-0.46%
01/07/2021,152.7,152.5,153,152.5,26.42K,0.13%
01/06/2021,152.5,152.9,152.9,152.3,8.22K,0.07%
01/05/2021,152.4,153,153,152.4,7.51K,-0.72%
01/04/2021,153.5,153.8,153.8,153.2,4.50K,-0.26%
12/29/2020,153.9,153.6,154,153.5,5.60K,0.20%
12/28/2020,153.6,154.8,154.8,153.6,10.80K,-0.78%
12/23/2020,154.8,154.8,154.8,154,4.38K,0.06%
12/22/2020,154.7,154.8,154.9,153.8,39.03K,-0.06%
12/21/2020,154.8,154.8,154.8,154.1,4.44K,-0.13%
12/18/2020,155,155,155,154.8,54.20K,0.19%
12/17/2020,154.7,155,155,154.5,14.77K,-0.19%
12/16/2020,155,155,156,155,9.26K,0.00%
12/15/2020,155,157,157,154.8,11.80K,0.13%
12/14/2020,154.8,155.1,157,154.8,4.68K,-0.39%
12/11/2020,155.4,155,155.9,155,4.84K,0.26%
12/10/2020,155,156.1,156.5,155,18.51K,-0.70%
12/09/2020,156.1,156.5,156.5,156,9.14K,-0.26%
12/07/2020,156.5,157,157,155.5,4.56K,-0.32%
12/04/2020,157,158,158,156.7,32.11K,-0.57%
12/03/2020,157.9,158,158,157.8,1.87K,0.06%
12/02/2020,157.8,158.8,160,157.7,2.93K,-1.37%
12/01/2020,160,159,160,158.8,5.23K,0.63%
11/27/2020,159,158.1,160,157.5,2.85K,0.57%
11/26/2020,158.1,160,160,158,1.31K,-0.57%
11/25/2020,159,162,162,159,1.24K,-0.63%
11/24/2020,160,160,160,158.6,5.16K,0.00%
11/23/2020,160,162,162,160,17.88K,0.00%
11/20/2020,160,160,162,160,12.64K,0.00%
11/19/2020,160,162,163,160,11.48K,-1.23%
11/18/2020,162,161,162,160.5,1.95K,0.93%
11/17/2020,160.5,162,162,160.5,0.28K,-0.93%
11/16/2020,162,162,162,159,0.45K,0.62%
11/13/2020,161,162,162,161,0.51K,-0.62%
11/11/2020,162,161.8,162,160,6.06K,0.00%
11/10/2020,162,158,168.9,158,9.17K,2.53%
11/09/2020,158,164,164,158,5.37K,-3.66%
11/06/2020,164,164,164,160,0.89K,0.00%
11/05/2020,164,163,165,163,3.95K,0.61%
11/04/2020,163,165,165,161,0.61K,-2.10%
11/03/2020,166.5,162.5,166.5,160,0.78K,-0.24%
10/30/2020,166.9,166,167,166,1.02K,0.54%
10/29/2020,166,172,172,166,1.40K,-4.05%
10/28/2020,173,159,177,159,11.68K,8.46%
10/27/2020,159.5,159.5,159.5,159.5,0.13K,0.95%
10/26/2020,158,160,160,158,0.18K,-0.63%
10/23/2020,159,158,159,157.8,4.65K,0.70%
10/22/2020,157.9,157.9,157.9,157.9,0.66K,0.06%
10/21/2020,157.8,157.9,157.9,157.4,1.46K,0.25%
10/20/2020,157.4,157.3,157.4,157.3,0.28K,0.13%
10/19/2020,157.2,156,157.2,156,1.47K,0.26%
10/16/2020,156.8,156.8,156.8,156.8,0.05K,0.00%
10/15/2020,156.8,156.8,156.9,156,0.68K,0.00%
10/14/2020,156.8,156.8,156.8,156.7,0.45K,-0.06%
10/13/2020,156.9,156.7,156.9,156.7,0.52K,0.06%
10/12/2020,156.8,156.9,156.9,153.5,5.04K,-0.06%
10/09/2020,156.9,156,156.9,156,0.12K,0.58%
10/08/2020,156,156,156,156,0.21K,-0.51%
10/07/2020,156.8,154,156.8,154,0.87K,-0.13%
10/06/2020,157,157.5,157.5,157,0.13K,-0.38%
10/05/2020,157.6,155,157.6,155,2.59K,1.68%
10/02/2020,155,157,157.5,155,0.16K,-1.27%
09/30/2020,157,157,157,154.1,1.06K,0.00%
09/29/2020,157,157,157,157,0.01K,0.06%
09/28/2020,156.9,157.6,157.6,153.5,2.12K,-0.06%
09/25/2020,157,157.8,157.8,154.6,0.20K,0.00%
09/24/2020,157,157.9,157.9,157,0.09K,-0.51%
09/23/2020,157.8,157.8,157.8,157.8,0.53K,0.06%
09/22/2020,157.7,157.9,157.9,155,0.65K,-0.13%
09/21/2020,157.9,156,157.9,156,0.03K,0.25%
09/18/2020,157.5,157.5,157.5,157,0.60K,0.32%
09/17/2020,157,157.9,158,157,2.04K,-0.57%
09/16/2020,157.9,158.2,158.2,155.1,0.28K,1.81%
09/15/2020,155.1,158.8,158.8,155,0.62K,-2.39%
09/14/2020,158.9,158.9,158.9,158.9,0.01K,2.45%
09/11/2020,155.1,155.1,159.5,155.1,1.36K,0.00%
09/10/2020,155.1,158,158,155.1,2.86K,-1.52%
09/09/2020,157.5,158,158,157.5,0.11K,-0.32%
09/08/2020,158,158,158,158,0.10K,0.00%
09/07/2020,158,158,158,158,0.27K,-1.25%
09/04/2020,160,157.9,160,157.9,20.09K,1.33%
09/03/2020,157.9,153.9,157.9,153,20.79K,2.53%
09/02/2020,154,154,154,154,16.42K,0.00%
09/01/2020,154,156,156,154,17.68K,-1.28%
08/28/2020,156,156.9,156.9,156,0.24K,-0.51%
08/27/2020,156.8,155,156.8,154,1.59K,1.16%
08/25/2020,155,155,155.1,155,3.32K,-0.64%
08/24/2020,156,158,158,155,1.41K,-0.64%
08/19/2020,157,157,157,155,0.37K,1.68%
08/18/2020,154.4,155,156,154.3,4.36K,-0.39%
08/17/2020,155,155,158,155,0.58K,0.00%
08/14/2020,155,159,159,155,0.43K,-0.64%
08/13/2020,156,156,156,155,0.31K,0.00%
08/12/2020,156,156,158.9,156,0.84K,0.00%
08/11/2020,156,159,159,156,1.81K,0.65%
08/10/2020,155,159.5,159.5,155,2.40K,-3.00%
08/07/2020,159.8,160,160,159.8,0.06K,3.70%
08/06/2020,154.1,155,155,154,0.82K,0.06%
08/05/2020,154,155,156,154,230.72K,-1.66%
08/04/2020,156.6,156.5,158,156.5,0.69K,0.06%
08/03/2020,156.5,154.2,156.5,154,2.28K,1.49%
07/30/2020,154.2,157,157,154.2,2.47K,-1.78%
07/29/2020,157,159,160,157,0.21K,-1.26%
07/28/2020,159,160,160,159,0.10K,0.00%
07/27/2020,159,159,159,159,0.03K,0.00%
07/24/2020,159,159,159,159,1.16K,-0.63%
07/23/2020,160,158,160,158,0.21K,1.27%
07/22/2020,158,160,160,158,3.27K,-0.94%
07/21/2020,159.5,160.8,160.8,159.5,0.53K,-0.25%
07/20/2020,159.9,163,163,159.9,2.47K,-0.37%
07/17/2020,160.5,164,164,160.5,2.16K,0.31%
07/16/2020,160,163,163,160,3.32K,0.31%
07/15/2020,159.5,160,160,159.5,2.05K,-2.15%
07/14/2020,163,165,165,160,2.18K,-1.21%
07/13/2020,165,161.6,166,160,6.65K,1.85%
07/10/2020,162,166.6,166.6,162,2.89K,-2.70%
07/09/2020,166.5,166.8,167,162,2.92K,-0.30%
07/06/2020,167,167,167,163,1.36K,0.00%
07/03/2020,167,168.9,168.9,162.1,1.90K,2.77%
07/02/2020,162.5,168,170,161.2,2.78K,0.87%
07/01/2020,161.1,167.8,167.8,161.1,1.04K,-4.05%
06/30/2020,167.9,167.9,167.9,161,1.62K,0.00%
06/29/2020,167.9,161,168,161,0.19K,-0.06%
06/26/2020,168,168,168,161,8.16K,0.00%
06/25/2020,168,168.9,168.9,164.2,0.26K,-0.59%
06/24/2020,169,161,169,161,0.23K,5.63%
06/23/2020,160,161,161,160,0.31K,-1.23%
06/22/2020,162,157,162,157,3.40K,3.38%
06/19/2020,156.7,166.5,170,156.7,114.53K,-7.28%
06/18/2020,169,165.9,170,165.9,0.12K,0.60%
06/17/2020,168,166,168,166,0.53K,1.20%
06/16/2020,166,166,168,165.8,1.47K,-1.78%
06/15/2020,169,170,170,167,0.26K,-0.59%
06/11/2020,170,170,172,170,5.68K,3.03%
06/10/2020,165,168,170,165,0.25K,-1.79%
06/09/2020,168,168,168,165,1.62K,0.30%
06/08/2020,167.5,172,172,167.5,4.82K,-1.47%
06/05/2020,170,170,171,170,1.66K,-1.16%
06/04/2020,172,172.5,175,172,1.59K,-0.29%
06/03/2020,172.5,172.9,172.9,163.8,0.53K,1.47%
06/02/2020,170,173.8,173.8,170,0.54K,0.00%
06/01/2020,170,173.9,173.9,170,0.23K,-0.93%
05/29/2020,171.6,170,173.9,167,4.43K,0.94%
05/28/2020,170,170,170,170,0.50K,0.00%
05/27/2020,170,165,170,165,0.22K,3.03%
05/26/2020,165,173.9,173.9,165,0.75K,-2.37%
05/22/2020,169,169.7,169.7,169,0.05K,0.00%
05/21/2020,169,169,169.7,169,0.04K,0.00%
05/20/2020,169,169,169,169,0.05K,0.00%
05/19/2020,169,169,174,169,4.25K,0.00%
05/18/2020,169,169,169.5,169,0.67K,0.00%
05/15/2020,169,169.5,169.5,168.5,0.62K,-0.29%
05/14/2020,169.5,169.5,169.5,169.5,0.36K,0.59%
05/13/2020,168.5,168.5,168.5,168.5,0.09K,0.00%
05/12/2020,168.5,168.5,168.5,168.5,0.01K,0.00%
05/11/2020,168.5,168.8,169.8,168.5,2.17K,-0.18%
05/08/2020,168.8,168.9,168.9,168.8,0.51K,0.06%
05/07/2020,168.7,168.8,168.8,168.7,0.13K,-0.12%
05/06/2020,168.9,168.9,168.9,166,0.33K,2.36%
05/05/2020,165,169,169,165,0.34K,-2.31%
05/04/2020,168.9,168.8,168.9,164,0.12K,0.00%
04/30/2020,168.9,165,168.9,165,1.23K,1.44%
04/29/2020,166.5,167.9,167.9,166.5,0.17K,0.00%
04/28/2020,166.5,166,166.5,166,0.09K,0.30%
04/27/2020,166,165,166.9,165,0.85K,1.84%
04/24/2020,163,162.5,163,162.5,0.35K,0.31%
04/23/2020,162.5,163,163,162,0.12K,-3.73%
04/22/2020,168.8,163,168.9,163,0.37K,3.56%
04/21/2020,163,163,165,162.2,1.22K,-1.21%
04/20/2020,165,163.1,169,163.1,0.17K,1.23%
04/17/2020,163,162.2,163,162.2,0.10K,-1.21%
04/16/2020,165,169,169,162,0.57K,-2.48%
04/15/2020,169.2,162.2,169.9,162.1,0.84K,4.38%
04/14/2020,162.1,170,170,160,1.32K,-4.08%
04/13/2020,169,169.3,169.5,169,0.11K,-0.18%
04/08/2020,169.3,169.5,169.5,169,0.43K,-0.12%
04/07/2020,169.5,170,170,169,1.68K,1.19%
04/06/2020,167.5,169.5,170,167.5,0.42K,-1.18%
04/03/2020,169.5,168,169.5,168,0.12K,0.89%
04/02/2020,168,168,168,168,0.02K,0.00%
04/01/2020,168,168.7,168.8,157,0.09K,-0.47%
03/31/2020,168.8,167,168.8,165,0.50K,-0.06%
03/30/2020,168.9,170,170,157.1,2.79K,-1.80%
03/27/2020,172,176,176.9,171,2.87K,0.00%
03/26/2020,172,179,179,155.1,0.81K,9.90%
03/25/2020,156.5,155.1,179,155.1,6.47K,4.26%
03/24/2020,150.1,149.5,164,149.5,7.17K,3.52%
03/23/2020,145,133,145,133,0.42K,9.77%
03/20/2020,132.1,145.8,148.5,132,2.30K,-11.04%
03/19/2020,148.5,148,149,145.8,0.47K,-0.34%
03/17/2020,149,150,150,149,0.26K,0.00%
03/16/2020,149,150,150,149,0.26K,0.68%
